"Date/Time","Lat","Lon","Base"
"9/1/2014 5:29:00",40.7778,-73.9888,"B02512"
"9/1/2014 5:45:00",40.7501,-74.0025,"B02512"
"9/1/2014 5:55:00",40.7769,-73.9862,"B02512"
"9/1/2014 5:56:00",40.7499,-73.9717,"B02512"
"9/1/2014 6:04:00",40.7513,-73.935,"B02512"
"9/1/2014 6:08:00",40.7291,-73.9813,"B02512"
"9/1/2014 6:14:00",40.7674,-73.9841,"B02512"
"9/1/2014 6:26:00",40.7414,-73.9983,"B02512"
"9/1/2014 6:35:00",40.7685,-73.8626,"B02512"
"9/1/2014 6:43:00",40.8298,-73.9719,"B02512"
"9/1/2014 6:51:00",40.6878,-73.9562,"B02512"
"9/1/2014 6:56:00",40.7686,-73.8626,"B02512"
"9/1/2014 7:01:00",40.7878,-73.5375,"B02512"
"9/1/2014 7:22:00",40.7636,-73.9911,"B02512"
"9/1/2014 7:30:00",40.7364,-73.9966,"B02512"
"9/1/2014 7:33:00",40.7593,-73.9752,"B02512"
"9/1/2014 7:37:00",40.7955,-74.2537,"B02512"
"9/1/2014 7:37:00",40.7303,-73.9998,"B02512"
"9/1/2014 7:41:00",40.756,-73.9728,"B02512"
"9/1/2014 7:58:00",40.7558,-73.9764,"B02512"
"9/1/2014 8:05:00",40.7739,-73.8725,"B02512"
"9/1/2014 8:11:00",40.6788,-73.9586,"B02512"
"9/4/2014 18:18:00",40.7569,-73.9937,"B02598"
"9/4/2014 18:18:00",40.729,-74.0026,"B02598"
"9/4/2014 18:18:00",40.7077,-74.0019,"B02598"
"9/4/2014 18:18:00",40.7648,-73.9857,"B02598"
"9/4/2014 18:18:00",40.7215,-73.9937,"B02598"
"9/4/2014 18:18:00",40.7548,-73.9757,"B02598"
"9/4/2014 18:18:00",40.73,-74.0083,"B02598"
"9/4/2014 18:18:00",40.7562,-73.9676,"B02598"
"9/4/2014 18:18:00",40.7457,-73.9801,"B02598"
"9/4/2014 18:18:00",40.7638,-73.9757,"B02598"
"9/4/2014 18:19:00",40.602,-73.9677,"B02598"
"9/4/2014 18:19:00",40.751,-73.9829,"B02598"
"9/4/2014 18:19:00",40.7425,-73.9942,"B02598"
"9/4/2014 18:19:00",40.747,-73.9552,"B02598"
"9/4/2014 18:19:00",40.7433,-73.9908,"B02598"
"9/4/2014 18:19:00",40.734,-74.009,"B02598"
"9/4/2014 18:19:00",40.7603,-73.9754,"B02598"
"9/4/2014 18:19:00",40.7601,-73.9821,"B02598"
"9/4/2014 18:20:00",40.7636,-73.9795,"B02598"
"9/4/2014 18:20:00",40.768,-73.9314,"B02598"
"9/4/2014 18:20:00",40.7802,-73.9474,"B02598"
"9/4/2014 18:20:00",40.7664,-73.9942,"B02598"
"9/4/2014 18:20:00",40.7473,-74.0083,"B02598"
"9/4/2014 18:20:00",40.7528,-73.9808,"B02598"
"9/4/2014 18:20:00",40.7384,-73.988,"B02598"
"9/4/2014 18:20:00",40.7306,-73.9955,"B02598"
"9/4/2014 18:20:00",40.7628,-73.9742,"B02598"
"9/4/2014 18:20:00",40.724,-73.99,"B02598"
"9/4/2014 18:20:00",40.7033,-74.0101,"B02598"
"9/4/2014 18:20:00",40.7517,-73.976,"B02598"
"9/4/2014 18:20:00",40.7036,-74.0092,"B02598"
"9/4/2014 18:20:00",40.7159,-74.0062,"B02598"
"9/4/2014 18:20:00",40.7472,-73.9898,"B02598"
"9/4/2014 18:20:00",40.7636,-73.9792,"B02598"
"9/4/2014 18:21:00",40.7478,-73.9892,"B02598"
"9/4/2014 18:21:00",40.7355,-73.9938,"B02598"
"9/4/2014 18:21:00",40.7578,-73.984,"B02598"
"9/4/2014 18:21:00",40.7486,-73.9802,"B02598"
"9/4/2014 18:21:00",40.7526,-73.9859,"B02598"
"9/4/2014 18:21:00",40.7029,-73.9896,"B02598"
"9/4/2014 18:21:00",40.7277,-73.9794,"B02598"
"9/4/2014 18:21:00",40.7462,-73.9822,"B02598"
"9/4/2014 18:21:00",40.7096,-74.0139,"B02598"
"9/4/2014 18:21:00",40.7745,-73.9631,"B02598"
"9/4/2014 18:21:00",40.8034,-73.9683,"B02598"
"9/4/2014 18:21:00",40.746,-73.9821,"B02598"
"9/4/2014 18:22:00",40.7786,-73.961,"B02598"
"9/4/2014 18:22:00",40.7364,-73.8576,"B02598"
"9/4/2014 18:22:00",40.7364,-73.8576,"B02598"
"9/4/2014 18:22:00",40.7335,-74.0063,"B02598"
"9/4/2014 18:22:00",40.7339,-73.9884,"B02598"
"9/4/2014 18:22:00",40.7597,-73.9731,"B02598"
"9/4/2014 18:22:00",40.7437,-73.9959,"B02598"
"9/4/2014 18:23:00",40.7556,-73.9795,"B02598"
"9/4/2014 18:23:00",40.7454,-73.9034,"B02598"
"9/4/2014 18:23:00",40.7563,-73.97,"B02598"
"9/4/2014 18:23:00",40.746,-73.9033,"B02598"
"9/4/2014 18:23:00",40.7575,-73.974,"B02598"
"9/4/2014 18:23:00",40.7563,-73.9743,"B02598"
"9/4/2014 18:23:00",40.6869,-73.993,"B02598"
"9/4/2014 18:23:00",40.7235,-73.9985,"B02598"
"9/4/2014 18:23:00",40.7337,-73.9767,"B02598"
"9/4/2014 18:23:00",40.772,-73.953,"B02598"
"9/4/2014 18:24:00",40.7577,-73.9735,"B02598"
"9/4/2014 18:24:00",40.7458,-73.9011,"B02598"
"9/4/2014 18:24:00",40.72,-74.0001,"B02598"
"9/4/2014 18:24:00",40.8857,-73.9043,"B02598"
"9/4/2014 18:24:00",40.6985,-73.9371,"B02598"
"9/4/2014 18:24:00",40.7604,-73.972,"B02598"
"9/4/2014 18:24:00",40.7454,-73.9036,"B02598"
"9/4/2014 18:24:00",40.7459,-73.9907,"B02598"
"9/4/2014 18:24:00",40.7617,-73.9729,"B02598"
"9/4/2014 18:24:00",40.7459,-73.9021,"B02598"
"9/4/2014 18:24:00",40.758,-73.9731,"B02598"
"9/4/2014 18:24:00",40.7477,-73.9453,"B02598"
"9/4/2014 18:24:00",40.7083,-74.0019,"B02598"
"9/4/2014 18:24:00",40.7816,-73.9826,"B02598"
"9/4/2014 18:25:00",40.7664,-73.9671,"B02598"
"9/4/2014 18:25:00",40.7754,-73.9627,"B02598"
"9/4/2014 18:25:00",40.722,-74.0008,"B02598"
"9/4/2014 18:25:00",40.7656,-73.9704,"B02598"
"9/4/2014 18:25:00",40.7841,-73.9777,"B02598"
"9/4/2014 18:25:00",40.755,-73.9797,"B02598"
"9/4/2014 18:25:00",40.755,-73.9797,"B02598"
"9/4/2014 18:25:00",40.7275,-73.9923,"B02598"
"9/4/2014 18:25:00",40.6386,-73.9686,"B02598"
"9/4/2014 18:25:00",40.7159,-73.9561,"B02598"
"9/4/2014 18:25:00",40.7747,-73.984,"B02598"
"9/4/2014 18:25:00",40.7454,-73.9034,"B02598"
"9/4/2014 18:25:00",40.7478,-73.9831,"B02598"
"9/4/2014 18:25:00",40.7669,-73.9844,"B02598"
"9/4/2014 18:25:00",40.7165,-74.015,"B02598"
"9/4/2014 18:25:00",40.7438,-73.9256,"B02598"
"9/4/2014 18:25:00",40.7312,-73.9914,"B02598"
"9/4/2014 18:25:00",40.7064,-74.0129,"B02598"
"9/4/2014 18:25:00",40.7451,-73.9872,"B02598"
"9/4/2014 18:25:00",40.7498,-74.0051,"B02598"
"9/4/2014 18:25:00",40.743,-73.919,"B02598"
"9/4/2014 18:26:00",40.7441,-74.007,"B02598"
"9/4/2014 18:26:00",40.7467,-73.9861,"B02598"
"9/4/2014 18:26:00",40.7625,-73.9693,"B02598"
"9/4/2014 18:26:00",40.7618,-73.971,"B02598"
"9/4/2014 18:27:00",40.7506,-74.0034,"B02598"
"9/4/2014 18:27:00",40.7397,-74.0023,"B02598"
"9/4/2014 18:27:00",40.818,-73.9365,"B02598"
"9/4/2014 18:27:00",40.7428,-73.9847,"B02598"
"9/4/2014 18:27:00",40.7634,-73.9719,"B02598"
"9/4/2014 18:27:00",40.7429,-73.9931,"B02598"
"9/4/2014 18:27:00",40.7459,-73.9944,"B02598"
"9/4/2014 18:27:00",40.7749,-73.9586,"B02598"
"9/4/2014 18:27:00",40.7457,-73.9035,"B02598"
"9/4/2014 18:27:00",40.7709,-73.961,"B02598"
"9/4/2014 18:27:00",40.7451,-73.977,"B02598"
"9/4/2014 18:27:00",40.7564,-73.9835,"B02598"
"9/4/2014 18:27:00",40.7445,-73.9321,"B02598"
"9/4/2014 18:27:00",40.7444,-73.9311,"B02598"
"9/4/2014 18:27:00",40.7377,-73.9925,"B02598"
"9/4/2014 18:27:00",40.7582,-73.9901,"B02598"
"9/4/2014 18:27:00",40.8561,-73.9315,"B02598"
"9/4/2014 18:27:00",40.8561,-73.9315,"B02598"
"9/4/2014 18:27:00",40.7604,-73.9714,"B02598"
"9/4/2014 18:27:00",40.7462,-73.9458,"B02598"
"9/4/2014 18:27:00",40.7564,-73.9748,"B02598"
"9/4/2014 18:28:00",40.7447,-73.9307,"B02598"
"9/4/2014 18:28:00",40.751,-73.9864,"B02598"
"9/4/2014 18:28:00",40.7642,-73.9704,"B02598"
"9/4/2014 18:28:00",40.7559,-73.9744,"B02598"
"9/4/2014 18:28:00",40.7629,-73.9741,"B02598"
"9/4/2014 18:28:00",40.7408,-74.0079,"B02598"
"9/4/2014 18:28:00",40.7522,-74.0074,"B02598"
"9/4/2014 18:28:00",40.7499,-74.0038,"B02598"
"9/4/2014 18:28:00",40.7416,-74.0005,"B02598"
"9/4/2014 18:28:00",40.7039,-74.0103,"B02598"
"9/4/2014 18:28:00",40.7487,-73.9843,"B02598"
"9/4/2014 18:28:00",40.7509,-73.9877,"B02598"
"9/4/2014 18:29:00",40.7551,-73.9753,"B02598"
"9/4/2014 18:29:00",40.7535,-73.8367,"B02598"
"9/4/2014 18:29:00",40.7645,-73.9799,"B02598"
"9/4/2014 18:29:00",40.7684,-73.8624,"B02598"
"9/4/2014 18:29:00",40.7419,-74.0036,"B02598"
"9/4/2014 18:29:00",40.7517,-73.977,"B02598"
"9/4/2014 18:29:00",40.6399,-73.9721,"B02598"
"9/4/2014 18:29:00",40.7154,-74.0092,"B02598"
"9/4/2014 18:29:00",40.7608,-73.9842,"B02598"
"9/4/2014 18:29:00",40.7611,-73.9678,"B02598"
"9/4/2014 18:29:00",40.7421,-74.0046,"B02598"
"9/4/2014 18:29:00",40.7664,-73.9684,"B02598"
"9/4/2014 18:29:00",40.7542,-73.9957,"B02598"
"9/4/2014 18:30:00",40.7515,-73.9911,"B02598"
"9/4/2014 18:30:00",40.7685,-73.9848,"B02598"
"9/4/2014 18:30:00",40.7592,-73.9725,"B02598"
"9/4/2014 18:30:00",40.7403,-73.9905,"B02598"
"9/4/2014 18:30:00",40.7692,-73.9812,"B02598"
"9/4/2014 18:30:00",40.7729,-73.8856,"B02598"
"9/4/2014 18:30:00",40.7578,-73.986,"B02598"
"9/4/2014 18:30:00",40.7715,-73.9823,"B02598"
"9/4/2014 18:30:00",40.7674,-73.9556,"B02598"
"9/4/2014 18:30:00",40.7514,-73.9914,"B02598"
"9/4/2014 18:30:00",40.7686,-73.9813,"B02598"
"9/4/2014 18:31:00",40.7329,-74.0038,"B02598"
"9/4/2014 18:31:00",40.7276,-74.0057,"B02598"
"9/4/2014 18:31:00",40.7461,-73.8963,"B02598"
"9/4/2014 18:31:00",40.7741,-73.8726,"B02598"
"9/4/2014 18:31:00",40.7494,-73.9846,"B02598"
"9/4/2014 18:31:00",40.7161,-74.0087,"B02598"
"9/4/2014 18:31:00",40.7719,-73.867,"B02598"
"9/4/2014 18:31:00",40.7444,-73.9319,"B02598"
"9/4/2014 18:31:00",40.7262,-74.0075,"B02598"
"9/4/2014 18:31:00",40.7578,-73.9845,"B02598"
"9/4/2014 18:31:00",40.7415,-74.0028,"B02598"
"9/4/2014 18:31:00",40.7533,-73.9746,"B02598"
"9/4/2014 18:31:00",40.6886,-73.9562,"B02598"
"9/4/2014 18:31:00",40.7502,-73.9792,"B02598"
"9/4/2014 18:31:00",40.7612,-73.975,"B02598"
"9/4/2014 18:32:00",40.719,-74.0035,"B02598"
"9/4/2014 18:32:00",40.7402,-73.9761,"B02598"
"9/4/2014 18:32:00",40.7244,-74.0021,"B02598"
"9/4/2014 18:32:00",40.7056,-74.0102,"B02598"
"9/4/2014 18:32:00",40.7518,-73.9758,"B02598"
"9/4/2014 18:32:00",40.7446,-73.9327,"B02598"
"9/4/2014 18:32:00",40.7443,-73.931,"B02598"
"9/4/2014 18:32:00",40.7443,-73.931,"B02598"
"9/4/2014 18:32:00",40.7541,-73.9819,"B02598"
"9/4/2014 18:32:00",40.7582,-73.9901,"B02598"
"9/4/2014 18:32:00",40.7147,-74.0163,"B02598"
"9/4/2014 18:33:00",40.758,-73.9895,"B02598"
"9/4/2014 18:33:00",40.7631,-73.9786,"B02598"
"9/4/2014 18:33:00",40.7641,-73.9749,"B02598"
"9/4/2014 18:33:00",40.7545,-73.9839,"B02598"
"9/4/2014 18:33:00",40.7791,-73.9778,"B02598"
"9/4/2014 18:33:00",40.7727,-73.9586,"B02598"
"9/4/2014 18:33:00",40.7189,-74.001,"B02598"
"9/4/2014 18:33:00",40.7545,-73.9737,"B02598"
"9/4/2014 18:33:00",40.7439,-73.9894,"B02598"
"9/4/2014 18:33:00",40.7633,-73.8763,"B02598"
"9/4/2014 18:33:00",40.7428,-73.9864,"B02598"
"9/4/2014 18:33:00",40.7095,-74.015,"B02598"
"9/4/2014 18:33:00",40.7408,-73.9856,"B02598"
"9/4/2014 18:34:00",40.756,-73.9707,"B02598"
"9/4/2014 18:34:00",40.7219,-73.9852,"B02598"
"9/4/2014 18:34:00",40.774,-73.8722,"B02598"
"9/4/2014 18:34:00",40.754,-73.987,"B02598"
"9/4/2014 18:34:00",40.782,-73.9461,"B02598"
"9/4/2014 18:34:00",40.7288,-73.9876,"B02598"
"9/4/2014 18:34:00",40.755,-74.0002,"B02598"
"9/4/2014 18:34:00",40.7326,-73.952,"B02598"
"9/4/2014 18:34:00",40.7541,-73.9885,"B02598"
"9/4/2014 18:34:00",40.7419,-73.9466,"B02598"
"9/4/2014 18:34:00",40.7449,-73.9912,"B02598"
"9/4/2014 18:34:00",40.8428,-73.9105,"B02598"
"9/4/2014 18:34:00",40.7075,-74.0049,"B02598"
"9/4/2014 18:35:00",40.753,-73.9827,"B02598"
"9/4/2014 18:35:00",40.7347,-73.991,"B02598"
"9/4/2014 18:35:00",40.7378,-74.0066,"B02598"
"9/4/2014 18:35:00",40.7452,-73.9888,"B02598"
"9/4/2014 18:35:00",40.7398,-73.9908,"B02598"
"9/4/2014 18:35:00",40.7628,-73.9719,"B02598"
"9/4/2014 18:35:00",40.7275,-74.0013,"B02598"
"9/4/2014 18:35:00",40.7424,-73.9543,"B02598"
"9/4/2014 18:35:00",40.7565,-73.9785,"B02598"
"9/4/2014 18:35:00",40.7271,-74.0054,"B02598"
"9/4/2014 18:35:00",40.7327,-73.9837,"B02598"
"9/4/2014 18:36:00",40.7572,-73.9715,"B02598"
"9/4/2014 18:36:00",40.8105,-73.598,"B02598"
"9/4/2014 18:36:00",40.7546,-73.9992,"B02598"
"9/4/2014 18:36:00",40.7639,-73.9711,"B02598"
"9/4/2014 18:36:00",40.7641,-73.9923,"B02598"
"9/4/2014 18:36:00",40.7538,-73.9812,"B02598"
"9/4/2014 18:37:00",40.7516,-73.9717,"B02598"
"9/4/2014 18:37:00",40.7315,-73.9886,"B02598"
"9/4/2014 18:37:00",40.7306,-73.9889,"B02598"
"9/4/2014 18:37:00",40.7656,-73.9786,"B02598"
"9/4/2014 18:37:00",40.7417,-73.9898,"B02598"
"9/4/2014 18:37:00",40.7568,-73.974,"B02598"
"9/4/2014 18:37:00",40.7085,-73.9451,"B02598"
"9/4/2014 18:37:00",40.7585,-73.9731,"B02598"
"9/4/2014 18:37:00",40.7091,-74.0172,"B02598"
"9/4/2014 18:37:00",40.7383,-73.9836,"B02598"
"9/4/2014 18:37:00",40.7337,-74.0074,"B02598"
"9/4/2014 18:37:00",40.7425,-73.9526,"B02598"
"9/4/2014 18:37:00",40.7558,-73.9917,"B02598"
"9/4/2014 18:37:00",40.7357,-74.0033,"B02598"
"9/4/2014 18:37:00",40.7357,-74.0033,"B02598"
"9/4/2014 18:38:00",40.741,-74.0075,"B02598"
"9/4/2014 18:38:00",40.7864,-74.0428,"B02598"
"9/4/2014 18:38:00",40.7225,-74.0038,"B02598"
"9/4/2014 18:38:00",40.7556,-73.9747,"B02598"
"9/4/2014 18:38:00",40.7185,-74.0005,"B02598"
"9/4/2014 18:38:00",40.7551,-74,"B02598"
"9/4/2014 18:38:00",40.7082,-73.9052,"B02598"
"9/4/2014 18:38:00",40.7329,-73.9846,"B02598"
"9/4/2014 18:38:00",40.7258,-73.99,"B02598"
"9/4/2014 18:38:00",40.7511,-73.9981,"B02598"
"9/4/2014 18:38:00",40.644,-73.7837,"B02598"
"9/4/2014 18:38:00",40.7652,-73.9767,"B02598"
"9/4/2014 18:38:00",40.7576,-73.9737,"B02598"
"9/4/2014 18:38:00",40.7554,-73.9749,"B02598"
"9/4/2014 18:39:00",40.7773,-73.952,"B02598"
"9/4/2014 18:39:00",40.7424,-73.9531,"B02598"
"9/4/2014 18:39:00",40.755,-73.9736,"B02598"
"9/4/2014 18:39:00",40.7128,-74.0098,"B02598"
"9/4/2014 18:39:00",40.7304,-73.9927,"B02598"
"9/4/2014 18:39:00",40.7259,-74.0077,"B02598"
"9/4/2014 18:39:00",40.7441,-73.9834,"B02598"
"9/4/2014 18:39:00",40.7428,-73.954,"B02598"
"9/4/2014 18:39:00",40.7421,-73.985,"B02598"
"9/4/2014 18:40:00",40.7185,-73.9473,"B02598"
"9/4/2014 18:40:00",40.8002,-73.9613,"B02598"
"9/4/2014 18:40:00",40.7711,-73.8661,"B02598"
"9/4/2014 18:40:00",40.7609,-73.9659,"B02598"
"9/4/2014 18:40:00",40.7551,-73.9726,"B02598"
"9/4/2014 18:40:00",40.7466,-73.982,"B02598"
"9/4/2014 18:40:00",40.6889,-73.974,"B02598"
"9/4/2014 18:40:00",40.7364,-73.9989,"B02598"
"9/4/2014 18:40:00",40.7709,-73.8658,"B02598"
"9/4/2014 18:40:00",40.7445,-73.9856,"B02598"
"9/4/2014 18:40:00",40.7324,-74.0078,"B02598"
"9/4/2014 18:40:00",40.7709,-73.8659,"B02598"
"9/4/2014 18:40:00",40.7548,-73.9917,"B02598"
"9/4/2014 18:40:00",40.7216,-74.0023,"B02598"
"9/4/2014 18:41:00",40.753,-74.004,"B02598"
"9/4/2014 18:41:00",40.7445,-73.9318,"B02598"
"9/4/2014 18:41:00",40.751,-73.9752,"B02598"
"9/4/2014 18:41:00",40.7556,-73.9835,"B02598"
"9/4/2014 18:41:00",40.7186,-74.0042,"B02598"
"9/4/2014 18:41:00",40.772,-73.9829,"B02598"
"9/4/2014 18:41:00",40.8135,-73.6865,"B02598"
"9/4/2014 18:41:00",40.7579,-73.9731,"B02598"
"9/4/2014 18:41:00",40.7212,-73.9565,"B02598"
"9/4/2014 18:41:00",40.7205,-73.9946,"B02598"
"9/4/2014 18:41:00",40.763,-73.9786,"B02598"
"9/4/2014 18:41:00",40.7439,-73.9838,"B02598"
"9/4/2014 18:41:00",40.7616,-73.9682,"B02598"
"9/4/2014 18:41:00",40.7549,-73.9798,"B02598"
"9/4/2014 18:41:00",40.7421,-73.9473,"B02598"
"9/4/2014 18:41:00",40.7758,-73.9879,"B02598"
"9/4/2014 18:42:00",40.7412,-73.9835,"B02598"
"9/4/2014 18:42:00",40.7573,-73.9662,"B02598"
"9/4/2014 18:42:00",40.7546,-73.9917,"B02598"
"9/4/2014 18:42:00",40.774,-73.8726,"B02598"
"9/4/2014 18:42:00",40.774,-73.8726,"B02598"
"9/4/2014 18:42:00",40.7324,-73.9872,"B02598"
"9/4/2014 18:42:00",40.7425,-73.954,"B02598"
"9/4/2014 18:42:00",40.7467,-74.0076,"B02598"
"9/4/2014 18:42:00",40.7375,-73.9874,"B02598"
"9/4/2014 18:42:00",40.7457,-73.9913,"B02598"
"9/4/2014 18:42:00",40.7459,-73.9846,"B02598"
"9/4/2014 18:42:00",40.7432,-73.9951,"B02598"
"9/4/2014 18:42:00",40.7652,-73.9822,"B02598"
"9/4/2014 18:42:00",40.7466,-73.918,"B02598"
"9/4/2014 18:42:00",40.719,-73.9991,"B02598"
"9/4/2014 18:42:00",40.7209,-74.0101,"B02598"
"9/4/2014 18:43:00",40.7641,-73.9748,"B02598"
"9/4/2014 18:43:00",40.6464,-73.7895,"B02598"
"9/4/2014 18:43:00",40.6949,-74.178,"B02598"
"9/4/2014 18:43:00",40.7175,-73.9992,"B02598"
"9/4/2014 18:43:00",40.7633,-73.974,"B02598"
"9/4/2014 18:43:00",40.7433,-73.9539,"B02598"
"9/4/2014 18:43:00",40.7526,-73.9751,"B02598"
"9/4/2014 18:43:00",40.6659,-73.976,"B02598"
"9/4/2014 18:43:00",40.7469,-73.8909,"B02598"
"9/4/2014 18:43:00",40.7644,-73.9958,"B02598"
"9/4/2014 18:43:00",40.7747,-73.9633,"B02598"
"9/4/2014 18:44:00",40.7628,-73.989,"B02598"
"9/4/2014 18:44:00",40.6198,-73.9783,"B02598"
"9/4/2014 18:44:00",40.7444,-73.9876,"B02598"
"9/4/2014 18:44:00",40.7263,-73.9804,"B02598"
"9/4/2014 18:44:00",40.774,-73.8727,"B02598"
"9/4/2014 18:44:00",40.7528,-73.9795,"B02598"
"9/4/2014 18:44:00",40.7247,-74.0061,"B02598"
"9/4/2014 18:44:00",40.7656,-73.9528,"B02598"
"9/4/2014 18:44:00",40.6823,-73.933,"B02598"
"9/4/2014 18:44:00",40.7407,-73.9815,"B02598"
"9/4/2014 18:44:00",40.7599,-73.9717,"B02598"
"9/4/2014 18:44:00",40.7379,-74.0084,"B02598"
"9/4/2014 18:44:00",40.7915,-73.9739,"B02598"
"9/4/2014 18:45:00",40.7362,-74.004,"B02598"
"9/4/2014 18:45:00",40.7634,-73.9694,"B02598"
"9/4/2014 18:45:00",40.8139,-73.9829,"B02598"
"9/4/2014 18:45:00",40.7765,-73.5594,"B02598"
"9/4/2014 18:45:00",40.7724,-73.9646,"B02598"
"9/4/2014 18:45:00",40.7522,-73.9794,"B02598"
"9/4/2014 18:45:00",40.7251,-73.9993,"B02598"
"9/4/2014 18:45:00",40.7436,-73.985,"B02598"
"9/4/2014 18:45:00",40.7785,-73.9532,"B02598"
"9/4/2014 18:45:00",40.739,-73.983,"B02598"
"9/4/2014 18:45:00",40.7578,-73.9734,"B02598"
"9/4/2014 18:45:00",40.7529,-73.9873,"B02598"
"9/4/2014 18:45:00",40.7507,-73.9742,"B02598"
"9/4/2014 18:45:00",40.6647,-73.9931,"B02598"
"9/4/2014 18:45:00",40.7595,-73.9813,"B02598"
"9/4/2014 18:45:00",40.7171,-74.0019,"B02598"
"9/4/2014 18:46:00",40.7475,-73.9437,"B02598"
"9/4/2014 18:46:00",40.7802,-73.9473,"B02598"
"9/4/2014 18:46:00",40.6444,-73.7831,"B02598"
"9/4/2014 18:46:00",40.6954,-74.1778,"B02598"
"9/4/2014 18:46:00",40.7248,-73.9983,"B02598"
"9/4/2014 18:46:00",40.7618,-73.9662,"B02598"
"9/4/2014 18:46:00",40.7499,-73.995,"B02598"
"9/4/2014 18:46:00",40.7213,-73.9888,"B02598"
"9/4/2014 18:46:00",40.738,-73.985,"B02598"
"9/4/2014 18:46:00",40.7359,-74.0065,"B02598"
"9/4/2014 18:46:00",40.7554,-73.9713,"B02598"
"9/4/2014 18:46:00",40.7555,-73.9855,"B02598"
"9/4/2014 18:46:00",40.6941,-73.9873,"B02598"
"9/4/2014 18:47:00",40.7423,-73.9894,"B02598"
"9/4/2014 18:47:00",40.7563,-73.8437,"B02598"
"9/4/2014 18:47:00",40.7485,-73.8764,"B02598"
"9/4/2014 18:47:00",40.7601,-73.9721,"B02598"
"9/4/2014 18:47:00",40.7446,-73.9968,"B02598"
"9/4/2014 18:47:00",40.7428,-73.952,"B02598"
"9/4/2014 18:47:00",40.7562,-73.9714,"B02598"
"9/4/2014 18:47:00",41.0221,-74.1834,"B02598"
"9/4/2014 18:47:00",40.745,-73.9934,"B02598"
"9/4/2014 18:47:00",40.6464,-73.7896,"B02598"
"9/4/2014 18:47:00",40.7364,-73.9964,"B02598"
"9/4/2014 18:47:00",40.774,-73.961,"B02598"
"9/4/2014 18:47:00",40.7541,-73.9858,"B02598"
"9/4/2014 18:47:00",40.7065,-74.0156,"B02598"
"9/4/2014 18:47:00",40.7634,-73.9749,"B02598"
"9/4/2014 18:47:00",40.7558,-73.9727,"B02598"
"9/4/2014 18:47:00",40.6445,-73.7828,"B02598"
"9/4/2014 18:48:00",40.741,-73.9907,"B02598"
"9/4/2014 18:48:00",40.7221,-74.0005,"B02598"
"9/4/2014 18:48:00",40.7428,-73.9524,"B02598"
"9/4/2014 18:48:00",40.7492,-73.8908,"B02598"
"9/4/2014 18:48:00",40.7257,-74.0059,"B02598"
"9/4/2014 18:48:00",40.7585,-73.9723,"B02598"
"9/4/2014 18:48:00",40.781,-73.9523,"B02598"
"9/4/2014 18:49:00",40.7441,-73.9288,"B02598"
"9/4/2014 18:49:00",40.7766,-73.9228,"B02598"
"9/4/2014 18:49:00",40.7024,-73.9849,"B02598"
"9/4/2014 18:49:00",40.7461,-73.9031,"B02598"
"9/4/2014 18:49:00",40.7164,-73.9903,"B02598"
